"binary","architecture","caller_function","caller_address","callsite","func","file","line","expression"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100335A30","0x100335a30","0x100335bc0","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1473","_tar == _dst && rctar == rcdst"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100335A30","0x100335a30","0x100335be0","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1474","w == rctar.get_width() && h == rctar.get_height()"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100336254","0x100336254","0x1003363e4","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1473","_tar == _dst && rctar == rcdst"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100336254","0x100336254","0x100336404","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1474","w == rctar.get_width() && h == rctar.get_height()"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_1003374C0","0x1003374c0","0x100337650","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1473","_tar == _dst && rctar == rcdst"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_1003374C0","0x1003374c0","0x100337670","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1474","w == rctar.get_width() && h == rctar.get_height()"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10033796C","0x10033796c","0x100337afc","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1473","_tar == _dst && rctar == rcdst"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10033796C","0x10033796c","0x100337b1c","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1474","w == rctar.get_width() && h == rctar.get_height()"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100337DE4","0x100337de4","0x100337eec","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1806","rctar.get_width() == w && rctar.get_height() == h"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100337F30","0x100337f30","0x100338038","DoRender","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/RenderManager.cpp","1806","rctar.get_width() == w && rctar.get_height() == h"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10034165C","0x10034165c","0x100341760","GetFrontBuffer","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/KRMovieLayer.cpp","29","m_usedPicture >= 0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100341840","0x100341840","0x1003419f4","AddVideoPicture","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/KRMovieLayer.cpp","91","img_convert_ctx"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10038D08C","0x10038d08c","0x10038d0e0","operator+=","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/AEChannelInfo.cpp","195","m_channelCount < AE_CH_MAX"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10038D08C","0x10038d08c","0x10038d100","operator+=","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/AEChannelInfo.cpp","196","rhs > AE_CH_NULL && rhs < AE_CH_MAX"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10038D190","0x10038d190","0x10038d2ac","GetChName","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/AEChannelInfo.cpp","244","ch >= 0 && ch < AE_CH_MAX"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10038D190","0x10038d190","0x10038d2cc","GetChName","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/AEChannelInfo.cpp","244","ch >= 0 && ch < AE_CH_MAX"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_1003F106C","0x1003f106c","0x1003f13cc","PresentPicture","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/KRMoviePlayer.cpp","285","m_usedPicture >= 0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_1003F14D0","0x1003f14d0","0x1003f1550","~MoviePlayerOverlay","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/movie/ffmpeg/KRMoviePlayer.cpp","337","std::this_thread::get_id() == TVPMainThreadID"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100409CD0","0x100409cd0","0x100409cf4","AssignBitmap","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/src/core/visual/LayerBitmapIntf.cpp","4767","false"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B1A8","0x10044b1a8","0x10044b234","CalcMetadataSizeLPSTR","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","51","DPKVT_LPSTR == var.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B238","0x10044b238","0x10044b2b0","CalcMetadataSizeLPWSTR","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","72","DPKVT_LPWSTR == var.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B2B4","0x10044b2b4","0x10044b2e4","CalcMetadataSizeUI2","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","92","DPKVT_UI2 == var.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B2F8","0x10044b2f8","0x10044b328","CalcMetadataSizeUI4","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","106","DPKVT_UI4 == var.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B46C","0x10044b46c","0x10044b574","CopyDescMetadata","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","170","FALSE"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B46C","0x10044b46c","0x10044b594","CopyDescMetadata","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","177","DPKVT_EMPTY == pvarDst->vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B598","0x10044b598","0x10044b5f4","FreeDescMetadata","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","199","FALSE"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B5F8","0x10044b5f8","0x10044b774","WriteDescMetadata","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","228","*puiCurrDescMetadataOffset <= pDEMisc->uDescMetadataByteCount"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B5F8","0x10044b5f8","0x10044b794","WriteDescMetadata","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","264","FALSE"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B5F8","0x10044b5f8","0x10044b7b4","WriteDescMetadata","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","272","*puiCurrDescMetadataOffset <= pDEMisc->uDescMetadataByteCount"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B7B8","0x10044b7b8","0x10044c3fc","WriteContainerPre","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","696","pDEMisc->uImageOffset == offPos"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B7B8","0x10044b7b8","0x10044c41c","WriteContainerPre","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","379","offPos <= OFFSET_OF_PFD"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B7B8","0x10044b7b8","0x10044c444","WriteContainerPre","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","678","0 == (offPos & 1)"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044B7B8","0x10044b7b8","0x10044c464","WriteContainerPre","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","690","pDEMisc->uColorProfileOffset == offPos || pDEMisc->uDescMetadataOffset == offPos || pDEMisc->uXMPMetadataOffset == offPos || pDEMisc->uIPTCNAAMetadataOffset == offPos || pDEMisc->uPhotoshopMetadataOffset == offPos || pDEMisc->uEXIFMetadataOffset == offPos || pDEMisc->uGPSInfoMetadataOffset == offPos"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CC60","0x10044cc60","0x10044ccf8","SetMetadata","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1023","FALSE"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CCFC","0x10044ccfc","0x10044ce24","PKImageEncode_SetDescriptiveMetadata_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1156","FALSE"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CE28","0x10044ce28","0x10044cf70","PKImageEncode_WritePixels_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1193","BANDEDENCSTATE_UNINITIALIZED == pIE->WMP.eBandedEncState"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CF74","0x10044cf74","0x10044cfc8","PKImageEncode_WritePixelsBandedBegin_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1229","BANDEDENCSTATE_UNINITIALIZED == pIE->WMP.eBandedEncState"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CFCC","0x10044cfcc","0x10044d220","PKImageEncode_WritePixelsBanded_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1267","fPI"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CFCC","0x10044cfcc","0x10044d240","PKImageEncode_WritePixelsBanded_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1279","fPI"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CFCC","0x10044cfcc","0x10044d260","PKImageEncode_WritePixelsBanded_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1294","0 == offStart"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044CFCC","0x10044cfcc","0x10044d280","PKImageEncode_WritePixelsBanded_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1295","pIE->WMP.wmiSCP_Alpha.pWStream == pIE->WMP.wmiSCP.pWStream"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D284","0x10044d284","0x10044d46c","PKImageEncode_WritePixelsBandedEnd_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1315","BANDEDENCSTATE_ENCODING == pIE->WMP.eBandedEncState"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D284","0x10044d284","0x10044d490","PKImageEncode_WritePixelsBandedEnd_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1328","pAlphaStream != pMainStream"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D284","0x10044d284","0x10044d4b0","PKImageEncode_WritePixelsBandedEnd_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1350","cbBytesCopied == cbAlpha"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D4B4","0x10044d4b4","0x10044d7b0","PKImageEncode_Transcode_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1404","pParam->uAlphaMode <= 3"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D4B4","0x10044d4b4","0x10044d7d0","PKImageEncode_Transcode_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1427","pID->WMP.wmiDEMisc.uAlphaOffset > 0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044da18","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1730","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarDocumentName.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044dbc4","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1680","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarSoftware.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044dcb8","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1710","DPKVT_UI2 == pID->WMP.sDescMetadata.pvarRatingValue.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044dd18","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1692","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarArtist.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044ddb8","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1736","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarPageName.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044de30","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1662","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarImageDescription.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044de80","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1668","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarCameraMake.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044ded0","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1674","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarCameraModel.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044df5c","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1748","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarHostComputer.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044dfdc","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1742","DPKVT_UI4 == pID->WMP.sDescMetadata.pvarPageNumber.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044e02c","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1698","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarCopyright.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044e07c","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1704","DPKVT_UI2 == pID->WMP.sDescMetadata.pvarRatingStars.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044e19c","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1716","(DPKVT_BYREF | DPKVT_UI1) == pID->WMP.sDescMetadata.pvarCaption.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044e1bc","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1721","0 == pID->WMP.sDescMetadata.pvarCaption.VT.pwszVal[uCount/sizeof(U16) - 1]"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044e1dc","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1686","DPKVT_LPSTR == pID->WMP.sDescMetadata.pvarDateTime.vt"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044D968","0x10044d968","0x10044e1fc","ParsePFDEntry","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1577","uValue < O_MAX"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044E4A8","0x10044e4a8","0x10044e58c","PKImageDecode_Initialize_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1861","Y_ONLY <= pID->WMP.wmiSCP.cfColorFormat && pID->WMP.wmiSCP.cfColorFormat < CFT_MAX"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10044E4A8","0x10044e4a8","0x10044e5ac","PKImageDecode_Initialize_WMP","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/jxrgluelib/JXRGlueJxr.c","1862","BD_SHORT == pID->WMP.wmiSCP.bdBitDepth || BD_LONG == pID->WMP.wmiSCP.bdBitDepth"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450168","0x100450168","0x100450774","outputNChannel","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","620","cChannel <= 16"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450168","0x100450168","0x100450794","outputNChannel","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","732","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x1004533e4","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","894","pSC->m_param.bScaledArith == pSC->m_pNextSC->m_param.bScaledArith"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453404","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","982","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453424","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","917","cChannel <= 16"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453444","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1628","cfExt == Y_ONLY && pSC->m_param.cfColorFormat == Y_ONLY"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453464","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1178","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453484","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1337","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x1004534a4","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1395","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x1004534c4","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1433","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x1004534e4","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1472","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453504","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1510","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453524","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1547","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453544","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1556","cfExt == CF_RGB"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453564","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1602","cfExt == CF_RGB"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100450E1C","0x100450e1c","0x100453584","outputMBRow","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1579","cfExt == CF_RGB"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_1004537E8","0x1004537e8","0x100453eac","outputNChannelThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1724","cChannel <= 16"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_1004537E8","0x1004537e8","0x100453ecc","outputNChannelThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1829","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x100456144","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","1941","tScale == (size_t)(1U << nBits)"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x100456164","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2307","cfExt == Y_ONLY && pSC->m_param.cfColorFormat == Y_ONLY"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x100456184","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2061","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x1004561a4","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2117","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x1004561c4","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2171","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x1004561e4","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2202","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x100456204","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2236","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x100456224","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2267","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100454460","0x100454460","0x100456244","decodeThumbnail","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2299","0"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_10045741C","0x10045741c","0x100457950","ReadWMIHeader","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","2967","pSC != NULL"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100457C78","0x100457c78","0x1004581f8","ImageStrDecInit","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","3309","b"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100457C78","0x100457c78","0x100458218","ImageStrDecInit","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","3310","b"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100457C78","0x100457c78","0x100458238","ImageStrDecInit","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","3311","b"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100457C78","0x100457c78","0x100458258","ImageStrDecInit","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","3312","b"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100457C78","0x100457c78","0x100458278","ImageStrDecInit","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","3313","b"
"Kirikiroid2_1.3.9_iOS_arm64","arm64","sub_100457C78","0x100457c78","0x100458298","ImageStrDecInit","/Volumes/E/Projects/kirikiri2_mob/kirikiri2/vendor/jxrlib/current/image/decode/strdec.c","3413","b"
